Sr No,Team,Player,POS,Country,Annual Salary,Weekly Wage,Age,Total Days Injured,Total Injury Count,Days Injured per Season,Days Missed per Injury,Injury Risk Score,Cluster Label,percent_change,FitWage,InjuredWage,Recommendation,Injury Risk Percentile_POS,Injury Risk Percentile_Team,Salary Percentile_POS,Salary Percentile_Team
260,Leicester City FC,Patson Daka, F , ZMB ,3900000,75000,25,58,3,7.25,19.33,9.193,LowRisk-LowWage,7.24,77715,69570,"Reliable Depth: Solid contributors, good value.",62.22,61.9,62.78,73.81
261,Leicester City FC,Wilfred Ndidi, M , NGA ,3900000,75000,27,299,9,29.9,33.22,18.61333333,MediumRisk-LowWage,9.53,78573,67853,"Value Rotation: Good balance, valuable backups.",38.24,28.57,64.34,73.81
262,Leicester City FC,Dennis Praet, M , BEL ,3900000,75000,30,383,15,29.46,25.53,16.9475,LowRisk-LowWage,9.12,78419,68161,"Reliable Depth: Solid contributors, good value.",44.85,33.33,64.34,73.81
263,Leicester City FC,Jannik Vestergaard, D , DNK ,3640000,70000,31,241,13,17.21,18.54,12.20524194,LowRisk-LowWage,7.97,72789,64421,"Reliable Depth: Solid contributors, good value.",65.73,47.62,67.13,61.9
264,Leicester City FC,Hamza Choudhury, M , GBR ,2600000,50000,26,32,2,3.56,16,7.520769231,LowRisk-LowWage,6.83,51707,46585,"Reliable Depth: Solid contributors, good value.",73.53,66.67,45.96,54.76
265,Leicester City FC,Marc Albrighton, M , GBR ,2340000,45000,34,249,5,14.65,49.8,19.57132353,MediumRisk-LowWage,9.76,47196,40608,"Value Rotation: Good balance, valuable backups.",34.56,23.81,39.34,47.62
266,Leicester City FC,Harry Souttar, D , GBR ,2080000,40000,25,339,1,42.38,339,97.861,VeryHighRisk-LowWage,28.81,45762,28476,"High-Risk Gamble: Potential upside, but cautious approach needed.",0.7,0,37.06,40.48
267,Leicester City FC,Danny Ward, GK , GBR ,2080000,40000,30,127,3,9.77,42.33,16.065,LowRisk-LowWage,8.91,41782,36436,"Reliable Depth: Solid contributors, good value.",33.33,38.1,59.38,40.48
268,Leicester City FC,James Justin, D , GBR ,1560000,30000,26,535,2,59.44,267.5,84.36576923,VeryHighRisk-LowWage,25.53,33829,22341,"High-Risk Gamble: Potential upside, but cautious approach needed.",1.4,4.76,25.17,33.33
269,Leicester City FC,Kiernan Dewsbury-Hall, M , GBR ,1040000,20000,25,4,1,0.5,4,3.641,LowRisk-LowWage,0,20000,20000,"Reliable Depth: Solid contributors, good value.",83.09,76.19,18.01,28.57
270,Leicester City FC,Mads Hermansen, GK , DNK ,520000,10000,23,51,2,8.5,25.5,10.83478261,LowRisk-LowWage,7.64,10382,9236,"Reliable Depth: Solid contributors, good value.",52.08,57.14,21.88,21.43
271,Leicester City FC,Stephy Mavididi, F , GBR ,520000,10000,26,242,5,26.89,48.4,21.49942308,MediumRisk-LowWage,10.23,10511,8977,"Value Rotation: Good balance, valuable backups.",25.56,19.05,13.89,21.43
272,Leicester City FC,Kasey McAteer, M , GBR ,260000,5000,22,69,2,13.8,34.5,14.31136364,LowRisk-LowWage,8.48,5212,4576,"Reliable Depth: Solid contributors, good value.",51.47,42.86,4.41,7.14
273,Liverpool FC,Mohamed Salah,F,EGY,18200000,350000,32,176,12,11.73,14.67,9.95,LowRisk-HighWage,7.42,350000,324030,Core Star: Build your team around them.,85.71,90.91,100,100
274,Liverpool FC,Virgil Van Dijk,D,NLD,11440000,220000,32,608,15,40.53,40.53,23.6525,MediumRisk-HighWage,10.75,220000,196350,High Potential (Careful Management): Maximise value with strategic management,37.5,31.82,100,95.45
275,Liverpool FC,Trent Alexander-Arnold,D,GBR,9360000,180000,25,283,13,35.38,21.77,16.9955,MediumRisk-HighWage,9.13,180000,163566,High Potential (Careful Management): Maximise value with strategic management,50,50,87.5,90.91
276,Liverpool FC,Alisson Becker,GK,BRA,7800000,150000,31,288,12,20.57,24,14.39733871,MediumRisk-HighWage,8.5,150000,137250,High Potential (Careful Management): Maximise value with strategic management,50,59.09,100,84.09
277,Liverpool FC,Alexis Mac Allister,M,ARG,7800000,150000,25,60,3,7.5,20,9.423,MediumRisk-HighWage,7.29,150000,139065,High Potential (Careful Management): Maximise value with strategic management,71.43,95.45,85.71,84.09
278,Liverpool FC,Diogo Jota,F,PRT,7280000,140000,27,487,14,48.7,34.79,23.77990741,MediumRisk-HighWage,10.79,140000,124895,High Potential (Careful Management): Maximise value with strategic management,0,27.27,78.57,75
279,Liverpool FC,Darwin Nunez,F,URY,7280000,140000,24,203,15,29,13.53,13.2825,MediumRisk-HighWage,8.23,140000,128478,High Potential (Careful Management): Maximise value with strategic management,57.14,68.18,78.57,75
280,Liverpool FC,Cody Gakpo,F,NLD,6240000,120000,25,141,8,17.62,17.62,11.438,MediumRisk-HighWage,7.78,120000,110664,High Potential (Careful Management): Maximise value with strategic management,71.43,86.36,57.14,65.91
281,Liverpool FC,Dominik Szoboszlai,M,HUN,6240000,120000,23,276,5,46,55.2,27.68695652,MediumRisk-HighWage,11.74,120000,105912,High Potential (Careful Management): Maximise value with strategic management,28.57,22.73,71.43,65.91
282,Liverpool FC,Andrew Robertson,D,GBR,5200000,100000,30,223,12,17.15,18.58,12.0925,LowRisk-LowWage,7.94,103970,92060,"Reliable Depth: Solid contributors, good value.",75,77.27,75,59.09
283,Liverpool FC,Joe Gomez,D,GBR,4420000,85000,27,832,10,83.2,83.2,44.44814815,HighRisk-LowWage,15.81,91719,71562,"Depth Option: Consider for backup option, injury risk a major factor.",0,9.09,62.5,54.55
284,Liverpool FC,Ibrahima Konate,D,FRA,3640000,70000,25,456,10,57,45.6,28.31,MediumRisk-LowWage,11.89,74161,61677,"Value Rotation: Good balance, valuable backups.",25,18.18,50,50
285,Liverpool FC,Luis Diaz,F,COL,2912000,56000,27,227,4,22.7,56.75,22.62175926,MediumRisk-LowWage,10.5,58940,50120,"Value Rotation: Good balance, valuable backups.",14.29,36.36,28.57,45.45
286,Liverpool FC,Wataru Endo,M,JPN,2600000,50000,31,263,15,18.79,17.53,12.37354839,LowRisk-LowWage,8.01,52002,45995,"Reliable Depth: Solid contributors, good value.",57.14,72.73,57.14,38.64
287,Liverpool FC,Konstantinos Tsimikas,D,GRC,2600000,50000,28,148,7,13.45,21.14,11.5475,LowRisk-LowWage,7.81,51952,46095,"Reliable Depth: Solid contributors, good value.",87.5,81.82,37.5,38.64
288,Liverpool FC,Stefan Bajcetic,M,ESP,2080000,40000,19,429,3,214.5,143,91.33815789,VeryHighRisk-LowWage,27.22,45444,29112,"High-Risk Gamble: Potential upside, but cautious approach needed.",0,0,35.71,27.27
289,Liverpool FC,Fabio Carvalho,F,PRT,2080000,40000,21,89,4,22.25,22.25,13.30119048,LowRisk-LowWage,8.24,41648,36704,"Reliable Depth: Solid contributors, good value.",42.86,63.64,14.29,27.27
290,Liverpool FC,Harvey Elliott,M,GBR,2080000,40000,21,140,1,35,140,45.86904762,HighRisk-LowWage,16.16,43232,33536,"Depth Option: Consider for backup option, injury risk a major factor.",14.29,4.55,35.71,27.27
291,Liverpool FC,Curtis Jones,M,GBR,780000,15000,23,184,5,30.67,36.8,19.25445652,MediumRisk-LowWage,9.68,15726,13548,"Value Rotation: Good balance, valuable backups.",42.86,45.45,14.29,18.18
292,Liverpool FC,Conor Bradley,D,GBR,520000,10000,20,148,2,49.33,74,32.8725,MediumRisk-LowWage,13,10650,8700,"Value Rotation: Good balance, valuable backups.",12.5,13.64,18.75,9.09
293,Liverpool FC,Caoimhin Kelleher,GK,IRL,520000,10000,25,115,2,14.38,57.5,20.502,MediumRisk-LowWage,9.99,10499,9001,"Value Rotation: Good balance, valuable backups.",0,40.91,50,9.09
294,Liverpool FC,Rhys Williams,D,GBR,520000,10000,23,156,5,26,31.2,16.68695652,LowRisk-LowWage,9.06,10453,9094,"Reliable Depth: Solid contributors, good value.",62.5,54.55,18.75,9.09
295,Manchester City FC,Kevin De Bruyne, M , BEL ,20800000,400000,32,307,15,20.47,20.47,13.6225,LowRisk-HighWage,8.31,400000,366760,Core Star: Build your team around them.,52.94,36,100,100
296,Manchester City FC,Erling Haaland, F , NOR ,19500000,375000,23,237,15,39.5,15.8,16.38586957,LowRisk-HighWage,8.99,375000,341288,Core Star: Build your team around them.,46.67,20,100,96
297,Manchester City FC,Jack Grealish, M , GBR ,15600000,300000,28,396,10,36,39.6,21.84285714,LowRisk-HighWage,10.31,300000,269070,Core Star: Build your team around them.,29.41,8,97.43,90
298,Manchester City FC,Bernardo Silva, M , PRT ,15600000,300000,29,140,8,11.67,17.5,10.30284483,LowRisk-HighWage,7.51,300000,277470,Core Star: Build your team around them.,64.71,56,97.43,90
299,Manchester City FC,John Stones, D , GBR ,13000000,250000,30,334,15,25.69,22.27,15.19,LowRisk-HighWage,8.7,250000,228250,Core Star: Build your team around them.,48.95,24,99.65,84
300,Manchester City FC,Phil Foden, M ,GBR,11700000,225000,24,121,4,17.29,30.25,14.35166667,LowRisk-HighWage,8.49,225000,205898,Core Star: Build your team around them.,50,28,93.38,80
301,Manchester City FC,Rodri, M , ESP ,11440000,220000,26,19,2,2.11,9.5,5.533269231,MediumRisk-HighWage,6.35,220000,206030,High Potential (Careful Management): Maximise value with strategic management,79.41,80,92.65,76
302,Manchester City FC,Josko Gvardiol, D , HRV ,10400000,200000,22,118,6,23.6,19.67,13.12659091,MediumRisk-HighWage,8.19,200000,183620,High Potential (Careful Management): Maximise value with strategic management,62.24,40,97.9,72
303,Manchester City FC,Manuel Akanji, D , NGA ,9360000,180000,28,554,15,50.36,36.93,24.83678571,MediumRisk-HighWage,11.04,180000,160129,High Potential (Careful Management): Maximise value with strategic management,18.18,0,94.76,66
304,Manchester City FC,Ruben Dias, D , PRT ,9360000,180000,27,101,4,10.1,25.25,11.59675926,MediumRisk-HighWage,7.82,180000,165924,High Potential (Careful Management): Maximise value with strategic management,71.33,52,94.76,66
305,Manchester City FC,Kyle Walker, D , GBR ,9100000,175000,27,429,14,42.9,30.64,21.29240741,MediumRisk-HighWage,10.18,175000,157185,High Potential (Careful Management): Maximise value with strategic management,26.57,16,93.71,60
306,Manchester City FC,Nathan Ake, D , NLD ,8320000,160000,29,267,13,22.25,20.54,13.77681034,MediumRisk-HighWage,8.35,160000,146640,High Potential (Careful Management): Maximise value with strategic management,58.04,32,92.31,56
307,Manchester City FC,Mateo Kovacic, M , AUT ,7800000,150000,30,272,15,20.92,18.13,12.9625,MediumRisk-HighWage,8.15,150000,137775,High Potential (Careful Management): Maximise value with strategic management,58.82,44,85.66,50
308,Manchester City FC,Kalvin Phillips, M , GBR ,7800000,150000,28,236,4,21.45,59,22.96964286,MediumRisk-HighWage,10.59,150000,134115,High Potential (Careful Management): Maximise value with strategic management,25.74,4,85.66,50
309,Manchester City FC,Matheus Nunes, M , BRA ,6760000,130000,25,20,2,2.5,10,5.657,MediumRisk-HighWage,6.38,130000,121706,High Potential (Careful Management): Maximise value with strategic management,78.68,76,81.99,44
310,Manchester City FC,Ederson, GK , BRA ,5200000,100000,30,110,8,8.46,13.75,8.659166667,LowRisk-LowWage,7.11,103555,92890,"Reliable Depth: Solid contributors, good value.",56.25,68,88.54,38
311,Manchester City FC,Stefan Ortega, GK , DEU ,2860000,55000,31,108,6,7.71,18,9.604919355,LowRisk-LowWage,7.34,57018,50963,"Reliable Depth: Solid contributors, good value.",54.17,60,70.83,32
312,Manchester City FC,Jeremy Doku, F , BEL ,2600000,50000,22,249,9,49.8,27.67,21.73113636,MediumRisk-LowWage,10.29,52572,44856,"Value Rotation: Good balance, valuable backups.",24.44,12,49.44,24
313,Manchester City FC,Sergio Gomez, D , ESP ,2600000,50000,23,43,2,7.17,21.5,9.502282609,LowRisk-LowWage,7.31,51827,46345,"Reliable Depth: Solid contributors, good value.",76.92,64,51.05,24
314,Manchester City FC,Scott Carson, GK , GBR ,1560000,30000,38,91,3,4.33,30.33,12.49657895,LowRisk-LowWage,8.04,31205,27589,"Reliable Depth: Solid contributors, good value.",47.92,48,44.79,16
315,Manchester City FC,Issa Kabore, D , BFA ,1040000,20000,23,34,2,5.67,17,8.002282609,LowRisk-LowWage,6.95,20695,18610,"Reliable Depth: Solid contributors, good value.",81.12,72,16.08,8
316,Manchester United FC,Casemiro, M , ESP ,18200000,350000,32,257,11,17.13,23.36,13.46,LowRisk-HighWage,8.27,350000,321055,Core Star: Build your team around them.,55.88,66.67,99.26,100
317,Manchester United FC,Marcus Rashford, F , GBR ,15600000,300000,26,334,12,37.11,27.83,19.01961538,LowRisk-HighWage,9.63,300000,271110,Core Star: Build your team around them.,32.22,38.1,98.89,95.24
318,Manchester United FC,Mason Mount, M , GBR ,13000000,250000,25,327,12,40.88,27.25,19.7245,LowRisk-HighWage,9.8,250000,225500,Core Star: Build your team around them.,33.82,28.57,95.59,90.48
319,Manchester United FC,Bruno Fernandes, M , PRT ,12480000,240000,29,26,4,2.17,6.5,5.122672414,LowRisk-HighWage,6.25,240000,225000,Core Star: Build your team around them.,80.15,90.48,94.49,85.71
320,Manchester United FC,Antony, F , BRA ,10400000,200000,24,196,7,28,28,16.51666667,MediumRisk-HighWage,9.02,200000,181960,High Potential (Careful Management): Maximise value with strategic management,44.44,52.38,95,80.95
321,Manchester United FC,Harry Maguire, D , GBR ,9875000,189904,31,210,9,15,23.33,12.79862903,MediumRisk-HighWage,8.11,189904,174503,High Potential (Careful Management): Maximise value with strategic management,63.64,71.43,95.8,76.19
322,Manchester United FC,Christian Eriksen, M , DNK ,7800000,150000,32,452,9,30.13,50.22,23.4,MediumRisk-HighWage,10.69,150000,133965,High Potential (Careful Management): Maximise value with strategic management,25,23.81,85.66,69.05
323,Manchester United FC,Luke Shaw, D , GBR ,7800000,150000,28,412,14,37.45,29.43,19.72,MediumRisk-HighWage,9.8,150000,135300,High Potential (Careful Management): Maximise value with strategic management,32.87,33.33,91.26,69.05
324,Manchester United FC,Victor Lindelof, D , SWE ,6240000,120000,29,205,11,17.08,18.64,11.98172414,MediumRisk-HighWage,7.92,120000,110496,High Potential (Careful Management): Maximise value with strategic management,69.23,76.19,88.46,57.14
325,Manchester United FC,Lisandro Martinez, D , ARG ,6240000,120000,26,363,8,40.33,45.38,24.15057692,MediumRisk-HighWage,10.88,120000,106944,High Potential (Careful Management): Maximise value with strategic management,20.98,19.05,88.46,57.14
326,Manchester United FC,Andre Onana, GK , CMR ,6240000,120000,28,86,6,7.82,14.33,8.423214286,MediumRisk-HighWage,7.05,120000,111540,High Potential (Careful Management): Maximise value with strategic management,58.33,85.71,94.79,57.14
327,Manchester United FC,Aaron Wan-Bissaka, D , GBR ,4680000,90000,26,242,10,26.89,24.2,15.52634615,LowRisk-LowWage,8.78,93951,82098,"Reliable Depth: Solid contributors, good value.",46.15,57.14,80.07,47.62
328,Manchester United FC,Diogo Dalot, D , PRT ,4420000,85000,25,328,7,41,46.86,24.577,MediumRisk-LowWage,10.98,89666,75667,"Value Rotation: Good balance, valuable backups.",19.58,9.52,77.97,40.48
329,Manchester United FC,Rasmus Hojlund, F , DNK ,4420000,85000,21,72,5,18,14.4,10.2952381,LowRisk-LowWage,7.5,88187,78625,"Reliable Depth: Solid contributors, good value.",58.89,80.95,69.44,40.48
330,Manchester United FC,Tyrell Malacia, D , NLD ,3900000,75000,24,182,8,26,22.75,14.72083333,LowRisk-LowWage,8.58,78217,68565,"Reliable Depth: Solid contributors, good value.",51.75,61.9,69.58,33.33
331,Manchester United FC,Brandon Williams, D , GBR ,3380000,65000,23,175,3,29.17,58.33,24.22717391,MediumRisk-LowWage,10.89,68539,57922,"Value Rotation: Good balance, valuable backups.",20.28,14.29,65.03,28.57
332,Manchester United FC,Scott McTominay, M , GBR ,3120000,60000,27,328,13,32.8,25.23,17.40009259,LowRisk-LowWage,9.23,62769,54462,"Reliable Depth: Solid contributors, good value.",43.38,47.62,54.41,23.81
333,Manchester United FC,Altay Bayindir, GK , TUR ,1820000,35000,26,276,9,30.67,30.67,18.07346154,LowRisk-LowWage,9.4,36645,31710,"Reliable Depth: Solid contributors, good value.",29.17,42.86,51.04,14.29
334,Manchester United FC,Amad Diallo, F , ITA ,1500000,28846,21,195,4,48.75,48.75,26.55119048,MediumRisk-LowWage,11.46,30498,25541,"Value Rotation: Good balance, valuable backups.",14.44,4.76,31.11,9.52
335,Manchester United FC,Kobbie Mainoo, M , GBR ,520000,10000,19,87,1,43.5,87,34.54605263,HighRisk-LowWage,13.4,10670,8660,"Depth Option: Consider for backup option, injury risk a major factor.",10.29,0,11.4,4.76
336,Newcastle United FC,Bruno Guimaraes, M , BRA ,8320000,160000,26,51,3,5.67,17,8.313653846,MediumRisk-HighWage,7.02,160000,148768,High Potential (Careful Management): Maximise value with strategic management,71.32,82.61,88.97,100
337,Newcastle United FC,Alexander Isak, F , SWE ,6240000,120000,24,282,12,40.29,23.5,18.5475,MediumRisk-HighWage,9.51,120000,108588,High Potential (Careful Management): Maximise value with strategic management,34.44,52.17,83.33,93.48
338,Newcastle United FC,Sandro Tonali, M , ITA ,6240000,120000,24,72,12,10.29,6,6.6725,MediumRisk-HighWage,6.62,120000,112056,High Potential (Careful Management): Maximise value with strategic management,74.26,86.96,80.51,93.48
339,Newcastle United FC,Matt Targett, D , GBR ,5200000,100000,28,578,13,52.55,44.46,27.23821429,MediumRisk-LowWage,11.63,105815,88370,"Value Rotation: Good balance, valuable backups.",14.69,21.74,84.62,86.96
340,Newcastle United FC,Sven Botman, D , NLD ,4680000,90000,24,410,7,58.57,58.57,31.80166667,MediumRisk-LowWage,12.74,95733,78534,"Value Rotation: Good balance, valuable backups.",8.39,13.04,80.07,82.61
341,Newcastle United FC,Joelinton, F , BRA ,4420000,85000,27,278,15,27.8,18.53,14.50472222,LowRisk-LowWage,8.53,88625,77750,"Reliable Depth: Solid contributors, good value.",50,65.22,69.44,78.26
342,Newcastle United FC,Harvey Barnes, M , GBR ,4160000,80000,26,338,6,37.56,56.33,26.16480769,MediumRisk-LowWage,11.37,84547,70905,"Value Rotation: Good balance, valuable backups.",14.71,26.09,68.38,71.74
343,Newcastle United FC,Joe Willock, M , GBR ,4160000,80000,24,288,8,41.14,36,21.81833333,MediumRisk-LowWage,10.31,84124,71752,"Value Rotation: Good balance, valuable backups.",30.15,39.13,68.38,71.74
344,Newcastle United FC,Miguel Almiron, M , PRY ,3120000,60000,30,216,13,16.62,16.62,11.48333333,LowRisk-LowWage,7.79,62337,55326,"Reliable Depth: Solid contributors, good value.",61.76,78.26,54.41,63.04
345,Newcastle United FC,Nick Pope, GK , GBR ,3120000,60000,32,418,7,27.87,59.71,25.1825,MediumRisk-LowWage,11.13,63339,53322,"Value Rotation: Good balance, valuable backups.",16.67,30.43,73.96,63.04
346,Newcastle United FC,Dan Burn, D , GBR ,2860000,55000,32,154,6,10.27,25.67,12.26,LowRisk-LowWage,7.98,57194,50611,"Reliable Depth: Solid contributors, good value.",65.03,73.91,59.44,54.35
347,Newcastle United FC,Emil Krafth, D , SWE ,2860000,55000,29,669,8,55.75,83.62,37.85284483,HighRisk-LowWage,14.21,58907,47185,"Depth Option: Consider for backup option, injury risk a major factor.",4.2,8.7,59.44,54.35
348,Newcastle United FC,Tino Livramento, M , GBR ,2600000,50000,21,434,5,108.5,86.8,51.0202381,HighRisk-LowWage,17.41,54352,41295,"Depth Option: Consider for backup option, injury risk a major factor.",3.68,4.35,45.96,45.65
349,Newcastle United FC,Sean Longstaff, M , GBR ,2600000,50000,26,227,6,25.22,37.83,18.45480769,MediumRisk-LowWage,9.49,52372,45255,"Value Rotation: Good balance, valuable backups.",38.97,56.52,45.96,45.65
350,Newcastle United FC,Callum Wilson, F , GBR ,2400000,46154,32,534,15,35.6,35.6,21.1875,MediumRisk-LowWage,10.15,48496,41470,"Value Rotation: Good balance, valuable backups.",27.78,43.48,44.44,39.13
351,Newcastle United FC,Ryan Fraser, F , GBR ,2173600,41800,30,2916,15,224.31,194.4,107.8775,VeryHighRisk-LowWage,31.25,48331,28738,"High-Risk Gamble: Potential upside, but cautious approach needed.",0,0,43.33,34.78
352,Newcastle United FC,Martin Dubravka, GK , SVK ,2080000,40000,35,244,8,13.56,30.5,14.60642857,LowRisk-LowWage,8.55,41710,36580,"Reliable Depth: Solid contributors, good value.",41.67,60.87,59.38,28.26
353,Newcastle United FC,Fabian Schar, D , CHE ,2080000,40000,32,298,15,19.87,19.87,13.3225,LowRisk-LowWage,8.24,41648,36704,"Reliable Depth: Solid contributors, good value.",61.54,69.57,37.06,28.26
354,Newcastle United FC,Jamal Lewis, D , IRL ,2000000,38462,26,286,9,31.78,31.78,18.62846154,MediumRisk-LowWage,9.53,40294,34797,"Value Rotation: Good balance, valuable backups.",34.27,47.83,34.27,21.74
355,Newcastle United FC,Elliot Anderson, M , GBR ,1560000,30000,21,139,2,34.75,69.5,28.20059524,MediumRisk-LowWage,11.86,31779,26442,"Value Rotation: Good balance, valuable backups.",12.5,17.39,25.74,13.04
356,Newcastle United FC,Isaac Hayden, M , GBR ,1144000,22000,29,504,12,42,42,24.06551724,MediumRisk-LowWage,10.86,23194,19611,"Value Rotation: Good balance, valuable backups.",22.79,34.78,19.85,8.7
357,Nottingham Forest FC,Morgan Gibbs-White, M , GBR ,4160000,80000,24,253,4,36.14,63.25,27.31416667,MediumRisk-LowWage,11.65,84660,70680,"Value Rotation: Good balance, valuable backups.",13.24,9.52,68.38,97.62
358,Nottingham Forest FC,Callum Hudson-Odoi, F , GBR ,4160000,80000,23,353,10,58.83,35.3,26.00641304,MediumRisk-LowWage,11.33,84532,70936,"Value Rotation: Good balance, valuable backups.",15.56,14.29,66.11,97.62
359,Nottingham Forest FC,Ibrahim Sangare, M , CIV ,3900000,75000,26,105,6,11.67,17.5,9.984807692,LowRisk-LowWage,7.43,77786,69428,"Reliable Depth: Solid contributors, good value.",65.44,52.38,64.34,90.48
360,Nottingham Forest FC,Taiwo Awoniyi, F , NGA ,2600000,50000,26,335,5,37.22,67,28.73192308,MediumRisk-LowWage,11.99,52997,44005,"Value Rotation: Good balance, valuable backups.",11.11,0,49.44,83.33
361,Nottingham Forest FC,Neco Williams, D , GBR ,2600000,50000,23,102,10,17,10.2,9.273913043,LowRisk-LowWage,7.26,51815,46370,"Reliable Depth: Solid contributors, good value.",77.62,57.14,51.05,83.33
362,Nottingham Forest FC,Moussa Niakhate, D , FRA ,2340000,45000,28,237,3,21.55,79,27.98035714,MediumRisk-LowWage,11.81,47657,39686,"Value Rotation: Good balance, valuable backups.",12.59,4.76,43.71,73.81
363,Nottingham Forest FC,Odysseas Vlachodimos, GK , GRC ,2340000,45000,30,54,4,4.15,13.5,7.465833333,LowRisk-LowWage,6.82,46534,41931,"Reliable Depth: Solid contributors, good value.",60.42,61.9,64.58,73.81
364,Nottingham Forest FC,Ola Aina, D , GBR ,2080000,40000,27,210,8,21,26.25,14.63101852,LowRisk-LowWage,8.56,41712,36576,"Reliable Depth: Solid contributors, good value.",52.45,42.86,37.06,59.52
365,Nottingham Forest FC,Willy Boly, D , FRA ,2080000,40000,33,389,9,24.31,43.22,20.29159091,MediumRisk-LowWage,9.94,41988,36024,"Value Rotation: Good balance, valuable backups.",30.77,23.81,37.06,59.52
366,Nottingham Forest FC,Emmanuel Dennis, F , NGA ,2080000,40000,26,178,3,19.78,59.33,22.42365385,MediumRisk-LowWage,10.46,42092,35816,"Value Rotation: Good balance, valuable backups.",23.33,19.05,40.56,59.52
367,Nottingham Forest FC,Matt Turner, GK , USA ,2080000,40000,29,83,2,6.92,41.5,15.03258621,LowRisk-LowWage,8.66,41732,36536,"Reliable Depth: Solid contributors, good value.",37.5,38.1,59.38,59.52
368,Nottingham Forest FC,Nicolas Dominguez, M , ARG ,1820000,35000,25,163,7,20.38,23.29,13.5295,LowRisk-LowWage,8.29,36450,32099,"Reliable Depth: Solid contributors, good value.",54.41,47.62,31.25,42.86
369,Nottingham Forest FC,Ryan Yates, M , GBR ,1300000,25000,26,86,2,9.56,43,15.77076923,LowRisk-LowWage,8.84,26105,22790,"Reliable Depth: Solid contributors, good value.",46.32,33.33,21.69,26.19
370,Nottingham Forest FC,Alex Mighten, F , GBR ,180000,3462,22,79,2,15.8,39.5,16.06136364,LowRisk-LowWage,8.91,3616,3154,"Reliable Depth: Solid contributors, good value.",47.78,28.57,2.22,4.76
371,Southhampton FC,Joe Aribo, M , NGA ,3640000,70000,27,124,4,12.4,31,13.60925926,LowRisk-LowWage,8.31,72908,64183,"Reliable Depth: Solid contributors, good value.",53.68,41.18,59.93,100
372,Southhampton FC,Adam Armstrong, F , GBR ,2860000,55000,27,26,2,2.6,13,6.62962963,LowRisk-LowWage,6.61,56817,51365,"Reliable Depth: Solid contributors, good value.",68.89,58.82,55,88.24
373,Southhampton FC,Alex McCarthy, GK , GBR ,2600000,50000,34,647,7,38.06,92.43,36.10485294,HighRisk-LowWage,13.78,53445,43110,"Depth Option: Consider for backup option, injury risk a major factor.",4.17,17.65,67.71,82.35
374,Southhampton FC,Jack Stephens, D , GBR ,2340000,45000,30,110,3,8.46,36.67,14.3225,LowRisk-LowWage,8.48,46908,41184,"Reliable Depth: Solid contributors, good value.",55.24,35.29,43.71,76.47
375,Southhampton FC,Kamaldeen Sulemana, F , GHA ,2080000,40000,22,158,4,31.6,39.5,20.04772727,MediumRisk-LowWage,9.88,41976,36048,"Value Rotation: Good balance, valuable backups.",30,23.53,40.56,70.59
376,Southhampton FC,Will Smallbone, M , IRL ,1300000,25000,24,345,4,49.29,86.25,36.35166667,HighRisk-LowWage,13.84,26730,21540,"Depth Option: Consider for backup option, injury risk a major factor.",8.09,11.76,21.69,61.76
377,Southhampton FC,Kyle Walker-Peters, D , GBR ,1200000,23077,27,147,7,14.7,21,11.7287037,LowRisk-LowWage,7.85,23982,21266,"Reliable Depth: Solid contributors, good value.",70.63,52.94,17.48,52.94
378,Southhampton FC,Gavin Bazunu, GK , IRL ,1040000,20000,22,260,1,52,260,80.21818182,VeryHighRisk-LowWage,24.52,22452,15096,"High-Risk Gamble: Potential upside, but cautious approach needed.",0,0,33.33,44.12
379,Southhampton FC,Ross Stewart, F , SCO ,1040000,20000,27,589,4,58.9,147.25,54.29675926,HighRisk-LowWage,18.21,21821,16358,"Depth Option: Consider for backup option, injury risk a major factor.",2.22,5.88,22.22,44.12
380,Southhampton FC,Ryan Manning, D , IRL ,780000,15000,28,109,4,9.91,27.25,12.14714286,LowRisk-LowWage,7.96,15597,13806,"Reliable Depth: Solid contributors, good value.",66.43,47.06,12.94,29.41
381,Southhampton FC,James Bree, D , GBR ,520000,10000,26,43,1,4.78,43,14.56038462,LowRisk-LowWage,8.54,10426,9147,"Reliable Depth: Solid contributors, good value.",53.85,29.41,9.44,17.65
382,Tottenham Hotspurs FC,Timo Werner, F , DEU ,14144000,272000,28,210,14,19.09,15,11.5225,LowRisk-HighWage,7.8,272000,250784,Core Star: Build your team around them.,54.44,72.41,97.78,100
383,Tottenham Hotspurs FC,Heung-Min Son, F , KOR ,9880000,190000,31,378,13,27,29.08,17.28774194,MediumRisk-HighWage,9.21,190000,172501,High Potential (Careful Management): Maximise value with strategic management,38.89,34.48,91.11,96.55
384,Tottenham Hotspurs FC,James Maddison, M ,GBR,8840000,170000,27,301,15,30.1,20.07,15.46472222,MediumRisk-HighWage,8.76,170000,155108,High Potential (Careful Management): Maximise value with strategic management,47.79,51.72,89.71,93.1
385,Tottenham Hotspurs FC,Cristian Romero, D , ARG ,8580000,165000,26,223,12,24.78,18.58,13.62461538,MediumRisk-HighWage,8.31,165000,151289,High Potential (Careful Management): Maximise value with strategic management,59.44,62.07,93.01,89.66
